cell_id,maternal_genotype,paternal_genotype,maternal_light,paternal_light,maternal_temperature,paternal_temperature,n_plant_day_pollination_pairs,mean_fertilization_success,se_reported,source_id,source_location,experimental_line_handling,environment_replication,claim_boundary
IPUR_CELL_011,AA,AA,low,high,high,low,14,0.179,0.101,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_012,AA,AA,low,high,low,low,15,0.633,0.098,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_013,AA,AA,low,low,high,high,15,0.333,0.098,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_014,AA,AA,low,low,low,high,16,0.219,0.095,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_015,AA,AA,low,low,high,low,15,0.433,0.098,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_016,AA,AA,low,low,low,low,16,0.594,0.095,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_017,AA,aa,high,high,high,high,19,0.211,0.087,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_018,AA,aa,high,high,low,high,24,0.229,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_019,AA,aa,high,high,high,low,20,0.225,0.085,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_020,AA,aa,high,high,low,low,24,0.708,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_021,AA,aa,high,low,high,high,23,0.261,0.079,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_022,AA,aa,high,low,low,high,24,0.229,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_023,AA,aa,high,low,high,low,18,0.250,0.089,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_024,AA,aa,high,low,low,low,23,0.652,0.079,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_025,AA,aa,low,high,high,high,12,0.250,0.109,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_026,AA,aa,low,high,low,high,32,0.422,0.067,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_027,AA,aa,low,high,high,low,15,0.200,0.098,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_028,AA,aa,low,high,low,low,31,0.677,0.068,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_029,AA,aa,low,low,high,high,14,0.321,0.101,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_030,AA,aa,low,low,low,high,32,0.422,0.067,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_031,AA,aa,low,low,high,low,16,0.281,0.095,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_032,AA,aa,low,low,low,low,32,0.719,0.067,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_033,aa,AA,high,high,high,high,20,0.225,0.085,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_034,aa,AA,high,high,low,high,24,0.333,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_035,aa,AA,high,high,high,low,21,0.238,0.083,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_036,aa,AA,high,high,low,low,24,0.604,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_037,aa,AA,high,low,high,high,18,0.333,0.089,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_038,aa,AA,high,low,low,high,24,0.354,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_039,aa,AA,high,low,high,low,18,0.250,0.089,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_040,aa,AA,high,low,low,low,22,0.727,0.081,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_041,aa,AA,low,high,high,high,24,0.229,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_042,aa,AA,low,high,low,high,31,0.452,0.068,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_043,aa,AA,low,high,high,low,19,0.079,0.087,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_044,aa,AA,low,high,low,low,29,0.724,0.070,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_045,aa,AA,low,low,high,high,20,0.350,0.085,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_046,aa,AA,low,low,low,high,32,0.234,0.067,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_047,aa,AA,low,low,high,low,21,0.214,0.083,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_048,aa,AA,low,low,low,low,32,0.766,0.067,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_049,aa,aa,high,high,high,high,20,0.075,0.085,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_050,aa,aa,high,high,low,high,24,0.292,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_051,aa,aa,high,high,high,low,20,0.175,0.085,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_052,aa,aa,high,high,low,low,24,0.688,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_053,aa,aa,high,low,high,high,18,0.083,0.089,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_054,aa,aa,high,low,low,high,24,0.417,0.077,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_055,aa,aa,high,low,high,low,21,0.143,0.083,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_056,aa,aa,high,low,low,low,21,0.690,0.083,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_057,aa,aa,low,high,high,high,20,0.275,0.085,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_058,aa,aa,low,high,low,high,16,0.375,0.095,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_059,aa,aa,low,high,high,low,18,0.083,0.089,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_060,aa,aa,low,high,low,low,14,0.786,0.101,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_061,aa,aa,low,low,high,high,23,0.217,0.079,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_062,aa,aa,low,low,low,high,16,0.375,0.095,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_063,aa,aa,low,low,high,low,20,0.175,0.085,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
IPUR_CELL_064,aa,aa,low,low,low,low,16,0.563,0.095,10.1046/j.1365-294X.2003.01786.x,Table_1,pooled_over_two_constructed_lines,one_chamber_per_temperature_and_one_light_subchamber_per_temperature,"One observation pooled one or two flowers pollinated on one plant on one day; plant was generally used once and rarely twice per treatment combination"
