obs_id,taxon_name,system_id,colour_state,pair_role,latitude,longitude,colour_status,corolla_lab_chroma,corolla_lab_lightness,shape_status,shape_circularity,shape_solidity,visible_floret_fraction_extended,neutral_crop_mask_quality,neutral_crop_sharpness,neutral_crop_min_dimension
25143314,Cirsium brevicaule,ARENICOLA_BREVICAULE_IRUMTIENSE,white,white,23.256395,119.5123216667,low_colour_quality,9.05538558959961,80.39215850830078,usable,0.7828827264996953,0.9987751006743304,0.1492217935271201,0.0261435359716415,6016.883377996422,768
25217335,Cirsium brevicaule,ARENICOLA_BREVICAULE_IRUMTIENSE,white,white,23.2682183333,119.5096333333,usable,16.6433162689209,76.86274719238281,usable,0.2574622031600392,0.7587692845444849,0.5769812489749804,0.928801657831668,426.56917764422775,376
25310629,Cirsium brevicaule,ARENICOLA_BREVICAULE_IRUMTIENSE,white,white,23.2681116667,119.509675,low_colour_quality,33.60059356689453,67.45098114013672,low_outline_quality,0.5020268123741166,0.9574449169083497,0.1247486333319573,0.0233977392315864,2595.4549268512887,422
25310668,Cirsium brevicaule,ARENICOLA_BREVICAULE_IRUMTIENSE,white,white,23.2719227324,119.5067667961,low_colour_quality,21.40093421936035,69.4117660522461,low_outline_quality,0.7240220868723886,0.9750277660747912,0.1340195314290954,0.0225851222872734,4776.7456465899,768
265681704,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.583034524,123.6530764751,usable,36.06937789916992,71.37255096435547,usable,0.3051200113249879,0.8260342644006524,0.7768169148319661,0.9701501486296638,945.6169421866424,653
268897167,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.8441533333,125.209795,usable,30.0,70.19607543945312,usable,0.3260571532475494,0.7960837455493041,0.6454893374469587,0.7638380913579221,656.5785961295568,422
326436156,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.4906679722,124.277991,low_colour_quality,18.681541442871094,72.94117736816406,low_outline_quality,0.7087548652111182,0.9886393080269889,0.1707298126594078,0.0146762087941169,1676.1227492851256,768
326439083,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.4906679722,124.277991,low_colour_quality,18.681541442871094,72.94117736816406,low_outline_quality,0.7087548652111182,0.9886393080269889,0.1707298126594078,0.0146762087941169,1676.1227492851256,768
326938784,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.5541290343,123.7078647374,usable,41.88078308105469,51.3725471496582,usable,0.3126859287509235,0.7890263593506215,0.7266876007457737,0.9516135944188916,724.6005949447793,653
330324983,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.4785587103,123.7238652721,usable,53.82378768920898,61.17647171020508,usable,0.2423944713263659,0.7685732436138094,0.7429188716404076,0.906581721784416,1037.7569532927237,538
335048028,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.3973098008,124.1408678608,low_visible_corolla_fraction,,,usable,0.5259282129979841,0.9224669744528092,0.0459260451454552,0.4663626399768363,4088.163213377497,422
338424460,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.421207343,123.7860034509,usable,27.58622932434082,61.960784912109375,usable,0.3195259018239861,0.8624548647297015,0.5394977907102059,0.5313664527775674,1427.349307428451,422
338859225,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.5793436186,123.7231885255,usable,23.76972770690918,69.01960754394531,usable,0.3419106749130041,0.836330105705968,0.6412239216611993,0.7952825718367256,1166.630777891349,422
345850671,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.4482552977,123.9255916752,usable,41.04875183105469,67.8431396484375,usable,0.3903195864918577,0.8568666800713576,0.7518521789474717,0.8522624659672868,1976.0685905450716,422
350656279,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.8505882196,125.3383417304,low_colour_quality,25.495098114013672,76.86274719238281,low_outline_quality,0.6379675074026667,0.9607234946174896,0.0789386746557209,0.0648627340793609,1807.9165685157852,653
357019739,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.4550102067,123.7949634209,low_colour_quality,38.94868469238281,65.88235473632812,low_outline_quality,0.2462945491617317,0.7937471004810923,0.446557157063609,0.330192874052011,1526.3580475381707,422
389913942,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.4526140293,124.0782780375,low_colour_quality,26.4196891784668,65.88235473632812,low_outline_quality,0.4787716873133985,0.9389962590823088,0.4374544484022296,0.0473352491855621,7007.033155162476,422
39744960,Cirsium irumtiense,ARENICOLA_BREVICAULE_IRUMTIENSE,bluish-purple,coloured,24.4674270907,122.9982784332,usable,27.80287742614746,60.39215850830078,usable,0.3114764731120649,0.839853072764461,0.5946622539035981,0.6623219645031517,796.7797505808328,375
126426538,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,23.2314430997,121.010394,low_colour_quality,21.40093421936035,67.45098114013672,low_outline_quality,0.5579812445754273,0.9673636705511324,0.1052335249368232,0.0231866672635078,1583.9444977570074,768
127159249,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.43347,121.277305,low_colour_quality,34.058773040771484,87.05882263183594,low_outline_quality,0.6672819180238351,0.9777679909480196,0.0760538244200302,0.0090174213051795,2337.328851102014,538
127228362,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.0481805556,121.2769833333,low_visible_corolla_fraction,,,usable,0.7853981633974483,1.0,0.0116085430331748,0.0231598451733589,7121.864271758277,490
127344385,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.4337,121.2774366667,low_colour_quality,19.23538398742676,81.96078491210938,low_outline_quality,0.6082336909227379,0.9801556927722352,0.1882192517444422,0.029617440700531,3754.939470512093,538
130087322,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.1348485,121.2905111,low_colour_quality,28.65309715270996,83.13725280761719,low_outline_quality,0.5649250483361298,0.9423684765327278,0.1165098687347042,0.0608900360713139,8901.56099295558,422
35661815,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.0605640065,121.2749125063,low_colour_quality,12.04159450531006,65.09803771972656,low_outline_quality,0.7022518664004544,0.9793983740410236,0.3660125070705801,0.0297802954912185,2243.5790476590923,653
57216225,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.1347198486,121.2904434204,low_colour_quality,48.60041046142578,67.45098114013672,low_outline_quality,0.4085489765831581,0.9401703699777996,0.1667235359589223,0.0262380540370941,4563.297651419496,358
59946849,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.0472622997,121.2794559,low_colour_quality,38.41874694824219,73.33333587646484,usable,0.3814418035999769,0.879172345646356,0.4100474772975621,0.3307613237288421,2097.1964086160024,422
59949892,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.0476916,121.2783332997,usable,20.2237491607666,69.01960754394531,usable,0.2243372088900571,0.7218392334806373,0.6618120462669005,0.8861713867121537,1627.6150707117272,422
59949951,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.0477984,121.2781375997,low_colour_quality,45.96738052368164,67.05882263183594,low_outline_quality,0.547487375976913,0.9720893483446318,0.1080656704301477,0.001267438661307,4411.213620437773,422
59950226,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.0477531,121.2650928,low_colour_quality,19.10497283935547,77.64705657958984,usable,0.475071416167443,0.8600103176756998,0.0771592119756586,0.3303646257945468,3006.251835613816,768
62305083,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.0481279722,121.2793659722,usable,16.031219482421875,54.509803771972656,usable,0.1787090540639575,0.6963775787411093,0.4940787561755304,0.8745895227770248,566.222832757554,422
62787400,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,24.04813883,121.27935,usable,17.69180679321289,72.1568603515625,usable,0.3785212298904159,0.827153004582171,0.6005083733897919,0.7952273016816713,279.7326742569236,870
88234188,Cirsium kawakamii,TAIWAN_KAWAKAMII_TATAKAENSE,white,white,23.491880785,120.99931186,low_colour_quality,36.619667053222656,69.80392456054688,low_outline_quality,0.6006678296232627,0.9688590019579084,0.0979377094000615,0.0361277550458908,2936.9394544061547,476
16195267,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4711366667,120.915245,low_colour_quality,19.72308349609375,74.90196228027344,usable,0.7829277064078284,0.9984956119078012,0.0940379608316667,0.0233690977096557,5818.869507065476,653
24250327,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4867348889,120.8889678611,usable,35.51056289672852,64.70587921142578,low_outline_quality,0.6522904340440859,0.987366144560707,0.3937238762032177,0.014040657877922,5022.9513456824425,574
24501783,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4710116667,120.91593,low_colour_quality,13.601470947265623,75.29412078857422,low_outline_quality,0.4486043350888455,0.9389097040064398,0.2340091370252206,0.0947650134563446,1458.6271856816736,653
24825929,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.47402,120.8789533333,low_colour_quality,9.05538558959961,64.31372833251953,low_outline_quality,0.7246044846496759,0.9896996013659944,0.2141374327834071,0.0399426281452179,4495.969110254037,768
24913897,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4816648,120.8869726,low_colour_quality,29.698484420776367,67.45098114013672,low_outline_quality,0.490779917774095,0.950204636458688,0.1798167310354878,0.0459423184394836,1562.1986695388275,538
24929466,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4912942443,120.8930044894,low_colour_quality,26.90724754333496,54.509803771972656,low_outline_quality,0.6791416639977026,0.9835844187696609,0.1649458935444742,0.0250881403684616,1931.036940981345,478
25290345,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.48747,120.88745,usable,23.853721618652344,55.29411697387695,usable,0.2208239824348822,0.7445604558399493,0.4729566590164369,0.694857113600984,646.2749062077377,422
25671983,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4814166667,120.8871383333,low_visible_corolla_fraction,,,low_outline_quality,0.427141945897692,0.8935589836608697,0.0002137924645282,0.0799418256610323,853.8259962290875,422
29206363,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.48674478,120.88906382,low_colour_quality,18.027755737304688,76.86274719238281,low_outline_quality,0.6574096311010994,0.9907601569395762,0.0544742816879354,0.0117903135716915,7750.228403722795,576
29244591,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4862601944,120.8869531667,low_colour_quality,52.801513671875,58.82352828979492,low_outline_quality,0.7211269093106634,0.9881259294882714,0.1135801355565291,0.0256034195423126,6336.173154982898,402
30167691,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4743270874,120.9057540894,low_colour_quality,52.345008850097656,63.13725662231445,low_outline_quality,0.7124036079386937,0.9891520685281928,0.0675922358306435,0.0335309922695159,3497.2245307047865,403
33594762,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4738869444,120.8909074722,low_colour_quality,33.970577239990234,70.5882339477539,usable,0.14892023005545,0.7289059840931758,0.1735585845011838,0.698706651204522,341.91929173996914,316
35777231,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.4771246944,120.8982279444,usable,16.76305389404297,60.7843132019043,usable,0.1849383280512478,0.7005573535338088,0.3410744858143919,0.8466694422624144,880.3762799421982,402
36766956,Cirsium tatakaense,TAIWAN_KAWAKAMII_TATAKAENSE,purple,coloured,23.2626045,120.9845127,low_colour_quality,29.017236709594727,59.2156867980957,usable,0.3467473212316511,0.8624952930772569,0.100120926175561,0.6608350428636494,2246.076296602724,479
